  0.0000000000000000e+00    0.0000000000000000e+00
  6.8555994436990106e-02    0.0000000000000000e+00
  1.3631637621461140e-01    0.0000000000000000e+00
  2.0284598413991592e-01    0.0000000000000000e+00
  2.7105679948492717e-01    0.0000000000000000e+00
  3.4124626537524189e-01    0.0000000000000000e+00
  4.1286191559692637e-01    0.0000000000000000e+00
  4.8374021003251544e-01    0.0000000000000000e+00
  5.5413980717398870e-01    0.0000000000000000e+00
  6.2427965314920864e-01    0.0000000000000000e+00
  6.9427721843699886e-01    0.0000000000000000e+00
  7.6419847659260098e-01    0.0000000000000000e+00
  8.3408116144260613e-01    0.0000000000000000e+00
  9.0394670936832833e-01    0.0000000000000000e+00
  9.7380702745297898e-01    0.0000000000000000e+00
  1.0436684660240645e+00    0.0000000000000000e+00
  1.1135341754503554e+00    0.0000000000000000e+00
  1.1834055042329525e+00    0.0000000000000000e+00
  1.2532828234274800e+00    0.0000000000000000e+00
  1.3231660075728326e+00    0.0000000000000000e+00
  1.3930547105555009e+00    0.0000000000000000e+00
  1.4629485196913075e+00    0.0000000000000000e+00
  1.5328470380365280e+00    0.0000000000000000e+00
  1.6027499248757420e+00    0.0000000000000000e+00
  1.6726569122518409e+00    0.0000000000000000e+00
  1.7425678081416440e+00    0.0000000000000000e+00
  1.8124824925241125e+00    0.0000000000000000e+00
  1.8824009099808445e+00    0.0000000000000000e+00
  1.9523230609131170e+00    0.0000000000000000e+00
  2.0222489925364062e+00    0.0000000000000000e+00
  2.0921787902693332e+00    0.0000000000000000e+00
  2.1621125698172863e+00    0.0000000000000000e+00
  2.2320504700700230e+00    0.0000000000000000e+00
  2.3019926468322152e+00    0.0000000000000000e+00
  2.3719392673530906e+00    0.0000000000000000e+00
  2.4418905055960773e+00    0.0000000000000000e+00
  2.5118465381798232e+00    0.0000000000000000e+00
  2.5818075409210040e+00    0.0000000000000000e+00
  2.6517736859128456e+00    0.0000000000000000e+00
  2.7217451390787795e+00    0.0000000000000000e+00
  2.7917220581468332e+00    0.0000000000000000e+00
  2.8617045909964425e+00    0.0000000000000000e+00
