   90599     90443     90709
   87922     87777     88046
     357       212       250
     818       891       754
   24943     24810     24669
   24810     24947     24676
   24543     24403     24676
   89249     89113     88977
   91669     91492     91759
   88046     88184     88315
   88583     88462     88315
   88851     88583     88720
   83997     83726     83864
   84141     83997     84266
   85224     85078     85349
    1548      1483      1405
     208       355       248
     248       250        94
     237       240       123
    1270      1344      1202
     620       754       702
     449       357       483
     540       620       483
     728       658       590
     658       735       594
   90673     90528     90800
   91904     92017     92162
   91624     91904     91780
   24143     24010     23872
   23327     23601     23468
   23601     23734     23872
   24416     24143     24277
   24410     24543     24682
   24138     24410     24277
   25689     25417     25553
   25412     25683     25553
   24855     25125     24996
   44771     44635     44499
   46154     45883     46015
   41793     41659     41520
   92212     92008     92275
   92008     91759     91811
   91236     91133     90969
   91492     91236     91321
   90709     90811     90969
   82913     82641     82781
   81557     81697     81829
   90443     90181     90293
   84266     84406     84538
   85078     84808     84948
   84808     84683     84538
   87777     87509     87645
   85349     85488     85620
   52474     52202     52342
    2763      2684      2608
    2383      2305      2456
    2525      2608      2456
    2919      2763      2834
    1248      1390      1326
    1405      1263      1326
    1483      1562      1416
    1562      1705      1644
    1438      1296      1362
    1278      1416      1362
    2659      2746      2589
     240       383       278
    1344      1487      1412
    2792      2881      2724
    1390      1454      1537
    1831      1980      1906
    1694      1548      1612
    1748      1831      1683
    1612      1537      1683
    2138      2064      1989
    1705      1772      1851
    1772      1694      1840
    1906      1989      1840
     212       214        99
     360       449       487
     256       101       254
     214       360       254
     206       208        92
     380       237       274
     835       774       911
     778       835       914
     987      1055       917
    1053       987       914
     270       113       269
    1055      1196      1122
    1058      1122      1200
    1340      1270      1200
    1484      1340      1407
     920      1058       991
     861       728       803
     586       647       723
     925       998       858
     803       723       858
      91         9        89
      59       205        89
     597       473       551
     473       386       329
     205       303       329
     468       594       551
     377       468       324
     303       202       324
    1567      1420      1494
     486       338       395
    3650      3740      3573
    2308      2382      2462
    2927      3003      3088
   90533     90673     90807
   90559     90832     90701
   92807     92805     93112
   91485     91624     91357
   91229     91081     91357
   91081     90812     90945
   90807     91077     90945
   91619     91485     91351
   91077     91220     91351
   90832     90963     91100
   90963     90828     91096
   91239     91371     91096
   91780     91910     91628
   92981     92978     93268
      88       242       244
     352       206       244
     355       444       480
     618       540       480
     444       352       476
     535       616       476
    2610      2529      2683
    2526      2605      2681
     429       367       519
     584       642       519
     132       134        24
     108       110        16
     529       592       653
   25424     25695     25562
   24947     25218     25086
   27674     27947     27812
   25502     25230     25362
   25496     25362     25226
   24682     24953     24820
   24953     25086     25226
   27538     27674     27405
   26226     26096     25956
   26499     26226     26361
   26221     26492     26361
   25683     25817     25956
   22518     22247     22380
   43156     42883     43015
   42090     41817     41952
   41952     41813     42084
   42218     42357     42084
   42883     42749     42612
   45883     45748     45610
   45071     45203     45343
   42762     42623     42893
   42749     42889     42616
   43160     43027     42889
   43027     43167     42893
   43979     44250     44116
   44256     43983     44116
   92584     92879     92757
   89113     89257     88986
   89125     88993     89266
   44493     44622     44765
   44079     44221     43949
   44227     44091     43955
   44221     44493     44358
   44499     44227     44358
   46826     46966     46695
   46560     46421     46695
   46004     46143     45872
   46150     46015     45877
   46143     46416     46281
   46421     46150     46281
   45866     45594     45726
   46410     46139     46270
   46139     46004     45866
   41520     41249     41380
   38233     38363     38507
   39438     39305     39577
   42296     42024     42151
   42696     42843     42569
   42429     42296     42569
   43676     43949     43813
   43955     43683     43813
   42302     42429     42575
   42030     42302     42165
   42309     42036     42165
   42847     42710     42575
   40947     40809     40674
   40660     40933     40795
   40941     40670     40795
   40965     40692     40822
   41231     41503     41367
   37625     37486     37758
   38302     38170     38029
   37758     37894     38029
   37486     37214     37350
   17000     17132     16874
   32838     32564     32696
   92502     92275     92285
   92976     92739     92733
   92739     92726     92502
   83726     83599     83453
   83184     83323     83453
   83058     82913     83184
   84002     84141     84274
   89648     89769     89914
   90181     90065     89914
   88462     88595     88326
   88595     88866     88742
   86843     86971     87117
   82098     82239     82372
   81829     82098     81973
   82641     82516     82372
   86969     87107     87239
   87509     87385     87239
   85086     85224     85355
   50721     50854     50582
    6123      6309      6224
    6311      6126      6224
    1778      1631      1701
    2571      2643      2728
   43986     43847     44119
   12452     12565     12335
   12227     12105     12335
   11554     11433     11656
   11773     11883     11656
   10906     10781     11003
   11121     11224     11003
   11110     11215     10994
   10895     10773     10994
   10779     10895     10998
   11218     11121     10998
   14544     14790     14675
   17521     17389     17650
   17253     17120     17381
   11351     11127     11226
    2602      2525      2449
    2295      2365      2449
     951      1016      1093
    1162      1248      1104
    1238      1162      1093
    1296      1249      1164
     985       898      1028
    1081      1164      1028
    1721      1865      1805
    1524      1438      1578
    1644      1721      1578
    2157      2092      2010
    2305      2157      2223
    1865      1933      2010
    2146      2295      2223
    2064      2146      1997
    1933      1851      1997
    2740      2659      2583
    1980      2047      2131
    2589      2511      2436
    2365      2289      2442
    2511      2596      2442
    2289      2138      2206
    2206      2131      2282
    2350      2436      2282
     392       512       506
     810       951       873
     285       286       131
     286       391       249
    1214      1072      1133
    1285      1214      1357
    1421      1502      1357
    1016       941      1083
     941       800       856
    1510      1433      1364
    1220      1285      1364
    1077      1220      1143
    1227      1083      1143
    1704      1783      1636
    1783      1932      1860
    2402      2555      2481
    1932      2002      2082
    2869      2792      2712
    2555      2628      2712
    1552      1624      1480
    1196      1266      1336
    1480      1407      1336
    1557      1484      1629
    1487      1557      1632
    1779      1704      1632
    1729      1656      1806
    1656      1510      1575
    1502      1649      1575
    1872      1953      1806
    1823      1748      1674
    1664      1729      1814
     627       490       545
     487       624       545
     759       706       627
     702       756       624
     274       119       273
     640       558       505
     774       640       714
    1193      1053      1117
    1266      1193      1334
     908      1047       983
    1260      1331      1190
    1050       911       983
    1117      1050      1190
     383       469       511
     643       778       718
     469       380       508
     558       643       508
     901       973      1037
     107       262       264
     494       630       549
     903       766       827
     706       761       630
     761       901       827
     490       453       362
     453       494       366
     218       256       362
     221       105       218
     262       221       366
      77       194        52
      82        55       198
      58        59         8
       7        82        84
     202        58        84
      62        91       209
     735       865       815
    1145      1085      1007
     936       861      1002
     865       936      1007
      67        13        65
     102        67       217
      98       215        65
     338       309       215
     309       340       217
     340       489       402
    2620      2465      2539
    2771      2927      2846
    2688      2771      2615
    2462      2615      2539
    3411      3573      3488
    3247      3323      3411
    3088      3247      3164
   90701     90836     90563
   93119     92885     92882
   92586     92807     92882
   92385     92096     92273
   92099     91980     91821
   91553     91673     91821
   90191     90465     90333
   87739     88011     87881
   88016     87745     87881
   86444     86718     86590
   91708     91582     91850
   92128     92391     92233
   92007     92128     91850
   92116     92380     92223
   92120     92007     91844
   92386     92120     92223
   91582     91306     91449
   90220     90360     90492
   89949     90220     90093
   89671     89944     89816
   89816     89949     89676
   88345     88072     88212
   88489     88345     88616
   91714     91865     91997
   91209     91487     91353
   91885     91762     91605
   91339     91466     91605
   93000     93229     93004
   91086     91229     91362
   91362     91628     91495
   90817     91086     90953
   91090     90821     90953
   91367     91239     91090
   91634     91367     91495
   90260     90533     90401
   90125     90260     89987
   92915     93216     92919
   92988     92680     92919
   92929     93000     92690
   92522     92449     92690
   90982     90847     91115
   92495     92389     92199
   92946     93242     92949
   93025     92710     92949
   90836     91106     90973
   91110     90842     90973
   91799     91929     91648
   91250     91100     91376
   91106     91250     91381
   91648     91512     91381
   89970     89837     90106
   93276     92993     92990
   93014     92776     93085
   92993     93070     92756
     133       135        38
      33       121       124
     124       277       162
     164        34       162
     127       164       281
     135       288       171
    3931      3848      4014
    4358      4186      4269
    4524      4697      4612
    4186      4103      4019
    3850      3931      4019
    3366      3204      3278
   10060      9945     10160
    9630      9736      9523
    1088      1014      1154
    1017      1088      1157
    1439      1372      1295
    1154      1230      1295
    1098      1026      1166
    1241      1307      1166
     889       818       751
     751       618       696
    1026       889       965
     616       749       696
     808       880       743
     880      1017       959
     203        86       200
     242       203       350
     897       759       824
     756       894       824
     973       897      1034
    1176      1034      1103
     891      1030       969
    1030      1098      1169
     894       969      1032
    1171      1103      1032
   11146     11025     11246
   11367     11472     11246
    3983      3905      3816
    2529      2374      2453
    2373      2526      2453
    4308      4401      4479
    4080      3912      3989
    7761      7561      7651
    7558      7756      7651
    8155      8356      8247
    7756      7845      7957
     580       510       634
     510       359       419
     356       507       419
     507       576       631
     639       584       516
     513       580       636
     359       327       239
      87        21        85
     122       239        85
     116        18       114
      79       116       233
     322       356       235
     354       322       233
     367       247       331
     247       132        93
     604       536       662
     537       604       664
     376       342       258
     106        27       103
     140       258       103
     134       251        97
     532       656       598
     659       533       598
      14       102       104
    1852      1777      1924
     543       451       397
     277       358       397
     353       390       272
     390       537       447
     118       272       156
     358       275       394
     447       541       394
     159        32       156
     121       159       275
    1146      1079      1218
    1282      1361      1218
    1787      1712      1642
    1498      1565      1642
    2418      2338      2264
    2113      2182      2264
   36940     36667     36801
   26541     26671     26811
   27084     26950     26811
   26492     26627     26765
   26237     26105     25966
   26096     26233     25960
   25830     25689     25960
   25695     25830     25966
   25428     25562     25700
   26263     26128     25990
   25990     25719     25850
   26046     26317     26184
   25641     25502     25775
   25775     25907     26046
   26317     26451     26589
   25125     25262     25399
   26082     26221     25948
   26214     26082     25944
   25817     25677     25948
   25806     25944     25671
   25677     25405     25540
   25540     25399     25671
   26746     26615     26475
   27711     27571     27843
   23334     23468     23606
   74019     73885     73748
   73476     73608     73748
   91139     90999     91270
   91004     91139     91275
   91546     91410     91275
   90999     90727     90859
   71183     71050     70910
   70910     70638     70772
   70632     70906     70772
   71050     71186     70914
   76067     76207     75935
   82428     82699     82566
   82699     82836     82972
   46240     45968     46107
   46234     46107     45963
   65274     65547     65417
   43825     43688     43960
   44091     44232     43960
   44635     44777     44504
   44232     44504     44369
   44510     44237     44369
   42627     42762     42901
   42357     42627     42496
   41659     41800     41528
   42349     42218     42079
   42623     42349     42483
   42345     42616     42483
   42072     42204     42345
   41800     42072     41937
   42079     41805     41937
   44952     44811     45084
   45356     45084     45218
   45078     45351     45218
   44647     44510     44782
   44382     44245     44517
   44250     44382     44522
   44517     44647     44789
   44794     44660     44522
   43167     43438     43306
   43438     43571     43712
   43983     43851     43712
   48205     48065     48338
   48471     48609     48338
   93315     93457     93495
   93457     93455     93557
   91291     91422     91563
   92100     92249     92383
   91831     92100     91960
   91422     91285     91556
   91410     91552     91281
   91826     91697     91552
   91697     91831     91556
   92366     92470     92631
   92095     91826     91949
   92249     92095     92376
   92703     92444     92555
   92438     92697     92555
   88375     88646     88517
   89520     89249     89379
   88127     87855     87992
   88271     88127     88402
   88923     88794     88651
   88379     88517     88651
   88558     88422     88692
   93363     93360     93523
   93326     93503     93330
   93509     93338     93334
   93489     93306     93303
   93104     93354     93303
   93368     93365     93496
   92879     92943     93138
   93374     93326     93138
   67824     67957     67684
   68496     68368     68224
   90386     90512     90657
   89842     89970     90113
   90113     90386     90247
   90390     90116     90247
   88810     88678     88538
   88678     88817     88544
   39855     39716     39584
   39580     39707     39851
   41422     41695     41560
   44622     44488     44759
   48065     47794     47927
   47788     48061     47927
   46293     46154     46428
   46428     46560     46700
   38452     38723     38588
   38854     38718     38990
   38723     38854     38996
   38363     38229     38499
   36728     36599     36455
   36180     36321     36455
   41817     41686     41546
   39888     40160     40026
   40166     39895     40026
   39591     39454     39317
   39718     39862     39591
   39857     39718     39583
   39311     39438     39583
   38778     38908     39051
   38507     38778     38641
   42151     42017     42289
   42555     42682     42828
   42283     42555     42416
   42562     42289     42416
   42835     42696     42562
   43114     43242     43387
   42843     43114     42976
   43120     42847     42976
   43254     43120     43393
   44610     44755     44481
   43267     43132     43404
   43126     43254     43399
   43670     43533     43399
   43533     43676     43404
   43688     43416     43547
   43683     43547     43411
   43138     43267     43411
   42036     41898     41763
   41226     41353     41498
   42710     42854     42582
   42859     42722     42586
   42443     42309     42582
   42315     42443     42586
   42854     43126     42988
   43132     42859     42988
   40809     40951     40680
   40822     40686     40959
   40951     41226     41087
   41087     41231     40959
   40129     39857     39983
   40263     40129     40403
   40531     40674     40403
   40670     40531     40394
   40933     41059     41206
   40277     40420     40147
   40692     40557     40420
   39597     39869     39732
   39454     39597     39324
   39330     39058     39187
   39051     39324     39187
   40135     40263     40407
   39862     40135     39998
   39869     39998     40142
   40414     40277     40142
   40686     40414     40543
   40407     40680     40543
   41910     42053     41782
   42053     42326     42191
   40971     41102     41243
   41102     40965     41237
   41367     41510     41237
   41515     41380     41243
   41787     41515     41646
   41510     41782     41646
   32597     32733     32870
   33143     33009     32870
   32180     32041     32316
   34223     34495     34361
   33414     33143     33277
   33137     33412     33277
   35324     35193     35051
   33695     33563     33423
   34654     34790     34516
   38574     38302     38439
   41473     41201     41329
   41197     41468     41329
   37489     37625     37761
   37894     37753     38025
   37088     37224     36952
   28760     29035     28898
   28898     29036     28766
   29035     29170     29307
   29442     29307     29579
   29170     29033     29303
   26060     25787     25922
   26330     26602     26466
   29663     29939     29807
   29528     29663     29390
   32447     32314     32174
   31901     32034     32174
   32018     31880     32152
   32328     32190     32462
   32314     32455     32181
   32196     32328     32473
   29427     29563     29703
   18047     18181     17917
   17002     16875     17133
   17132     17393     17261
   17919     17655     17786
   17655     17523     17394
   17133     17261     17394
   17393     17521     17654
   17654     17917     17786
   32978     32838     33110
   32564     32432     32293
   32432     32573     32302
   32169     32029     32302
   31757     31888     32029
   32960     33101     32828
   32828     32696     32558
   31888     31749     32021
   32151     32293     32021
   31003     30866     31139
   83730     84002     83876
   83599     83730     83461
   90555     90695     90422
   89383     89648     89532
   88866     89000     89134
   89118     89244     89383
   89000     88851     89118
   87385     87517     87248
   85355     85627     85502
   86778     86912     87049
   86912     86770     87042
   86971     86839     87111
   82919     83058     83190
   83468     83196     83335
   83190     83461     83335
   83203     83474     83346
   80473     80612     80743
   81286     81557     81430
   81153     81286     81016
   80889     80743     81016
   86430     86568     86699
   86699     86969     86845
   84815     85086     84959
   84683     84815     84543
   84274     84543     84418
   85092     84821     84959
   50310     50582     50454
   50177     50310     50038
   50027     50166     50299
   50305     50177     50033
   50710     50843     50571
   50849     50721     50577
   50577     50305     50444
   50299     50571     50444
   51798     51930     51659
   52202     52076     51930
   51115     51254     51387
   51265     51120     51392
   51664     51392     51532
   51387     51659     51532
   51120     50849     50988
   50843     51115     50988
   47526     47388     47660
   47388     47116     47249
   48971     49108     49243
   48976     48706     48841
   48700     48971     48841
   49494     49633     49766
   50043     49772     49910
   49766     50038     49910
   49622     49755     49483
   49755     50027     49900
   50033     49761     49900
   49633     49489     49761
   48002     48134     47862
   48565     48700     48428
   48297     48155     48428
    9113      9011      8906
    8700      8802      8906
    6860      6670      6773
    6293      6394      6483
    6670      6586      6483
    5309      5396      5216
    5394      5309      5215
    6309      6408      6498
    7072      7266      7176
    6036      6123      5938
    6122      6036      5936
