     370         1
       1         2
     370         2
     370       558
   16252     16065
   16252     16438
   16624     16438
   16810     16624
   16810     16996
   17182     16996
     372       370
   17367     17182
   17367     17554
   17739     17554
   17739     17926
   18111     17926
   18298     18111
   18298     18483
   18670     18483
   18855     18670
   18855     19042
   19227     19042
   19227     19414
   19599     19414
   19786     19599
   19971     19786
   19971     20158
   20343     20158
   20343     20530
   20715     20530
   20902     20715
   20902     21087
   21274     21087
   21274     21459
   21646     21459
     372         2
   21646     21831
   22018     21831
   22203     22018
     372       558
   22203     22390
   22575     22390
   22762     22575
   22762     22947
   23134     22947
     744       558
   23319     23134
   23319     23506
   23691     23506
   23878     23691
   23878     24063
   16253     16065
   24250     24063
   16253     16252
   16253     16438
   24435     24250
   24435     24622
   16624     16687
   16810     16687
   24807     24622
   24994     24807
   17089     16996
   17089     17182
   24994     25179
   17367     17465
   25366     25179
   17465     17554
   25551     25366
   17833     17739
   25551     25738
   17926     17833
   25923     25738
       3         2
   18202     18111
   26110     25923
   18202     18298
   16065     16066
   26110     26295
   18570     18483
   26482     26295
   18570     18670
   16486     16438
   26482     26667
   16624     16486
   18855     18941
   26667     26854
   18941     19042
   27039     26854
   16888     16810
   19227     19312
   16888     16996
   27226     27039
   19414     19312
   27411     27226
     559       558
   17182     17274
   19685     19599
   17367     17274
   27598     27411
   19685     19786
   27598     27783
   17646     17554
   19971     20060
   17739     17646
   27783     27970
   20060     20158
   28155     27970
   17926     18015
   20343     20436
   18111     18015
   28155     28342
   20436     20530
   28342     28527
   18298     18385
   20715     20816
   18385     18483
   28714     28527
   20902     20816
   28714     28899
   18670     18754
   21199     21087
   18855     18754
   29086     28899
   21274     21199
   29271     29086
   19125     19042
   21575     21459
   19125     19227
   21646     21575
   29271     29458
   29643     29458
   19414     19498
   21831     21951
   19599     19498
   22018     21951
   29830     29643
   29830     30016
   19786     19872
   22329     22203
   19971     19872
   22329     22390
   30016     30202
   30388     30202
   20246     20158
   22575     22709
   20246     20343
   22762     22709
   30574     30388
   30574     30760
   20624     20530
   23093     22947
   20624     20715
     372         3
   23093     23134
   30963     30760
   21010     20902
   31145     30963
   23484     23319
   21010     21087
   23484     23506
   31145     31319
   21386     21274
   23691     23876
   21386     21459
     372       559
   23878     23876
   21762     21646
   24248     24063
   21762     21831
   24248     24250
   22140     22018
   24620     24435
   22203     22140
   24620     24622
     559       744
   22519     22390
   24807     24992
   22575     22519
   24994     24992
   22900     22762
   25364     25179
   22900     22947
   25364     25366
   23134     23287
   25736     25551
   23319     23287
   25736     25738
     930       744
   23690     23506
   25923     26108
   23690     23691
   26110     26108
   23878     24062
   16253     16066
   26295     26480
   24062     24063
   26482     26480
   16253     16486
   24250     24434
   26852     26667
   24435     24434
   16486     16687
   26852     26854
   24806     24622
   16888     16687
   27039     27224
   24807     24806
   27226     27224
   17089     16888
   24994     25178
   17089     17274
   27411     27596
   25178     25179
   27598     27596
   17465     17274
   25366     25550
   17646     17465
   27968     27783
     372       373
   25551     25550
   27968     27970
   17833     17646
   17833     18015
   25922     25738
   28340     28155
   25923     25922
   28342     28340
   18202     18015
   18202     18385
   26294     26110
   28712     28527
   26295     26294
   18570     18385
   28714     28712
   18754     18570
   26482     26666
   28899     29084
   26666     26667
   18941     18754
   29086     29084
   19125     18941
   27038     26854
   29271     29456
   27039     27038
   19125     19312
   29456     29458
   19312     19498
   27410     27226
   29828     29643
   27411     27410
   19685     19498
   29830     29828
   19685     19872
   27598     27782
   30016     30200
   27782     27783
   30200     30202
   20060     19872
     744       745
   20246     20060
   30388     30572
   28154     27970
   30574     30572
   28155     28154
   30945     30760
   20246     20436
   30945     30963
   20624     20436
   28342     28526
   28526     28527
   20624     20816
   21010     20816
   28714     28898
   28898     28899
   21010     21199
   31320     31145
   21386     21199
   29270     29086
   31320     31319
   29270     29271
   21386     21575
   30963     31136
   31145     31136
   21762     21575
   29458     29642
   29643     29642
   21762     21951
   22140     21951
       3       373
   29830     30014
   30014     30016
   22329     22140
   22329     22519
   30386     30202
   30388     30386
   16300     16253
   22519     22709
   22900     22709
     559       373
   30758     30574
   30758     30760
   23093     22900
   16671     16687
   23093     23287
   23484     23287
   17061     17089
   23484     23690
   23690     23876
   17465     17443
   24062     23876
   24248     24062
   17833     17819
     559       745
   24248     24434
   24620     24434
   30963     31130
   18191     18202
   16300     16066
   24620     24806
   16486     16300
   24806     24992
   18570     18563
   25178     24992
   16671     16486
     930       745
   25364     25178
   18941     18934
   25364     25550
   16671     16888
   25736     25550
   19312     19307
   17061     16888
   25736     25922
    1114       930
   17061     17274
   25922     26108
   19681     19685
   17274     17443
   26294     26108
   17646     17443
   26294     26480
   20060     20056
       3         4
   17819     17646
   26666     26480
   17819     18015
   26666     26852
   20436     20433
   18191     18015
   26852     27038
   18191     18385
   27038     27224
   20816     20813
   18385     18563
   27410     27224
   18754     18563
   27410     27596
   21198     21199
   18754     18934
   27782     27596
   19125     18934
   27968     27782
   21574     21575
   19125     19307
     559       560
   27968     28154
   19307     19498
   16066     16067
   28340     28154
   21950     21951
   19681     19498
   28340     28526
   19681     19872
   28526     28712
   22329     22328
   19872     20056
   16486     16484
   28712     28898
   20246     20056
   28898     29084
   22708     22709
   20433     20246
   29270     29084
   20624     20433
   29456     29270
   16888     16856
   23093     23091
   20624     20813
   29456     29642
   21010     20813
   29828     29642
   31320     31136
   23484     23482
   21198     21010
   17242     17274
   30014     29828
   21198     21386
   30014     30200
   23876     23875
   30200     30386
   21386     21574
   17621     17646
   30386     30572
     931       930
   21574     21762
   30758     30945
   24248     24247
   30758     30572
   21762     21950
   17996     18015
   21950     22140
   24619     24620
   22140     22328
   18385     18371
   22519     22328
       4       373
   24991     24992
   22708     22519
   18744     18754
   22900     22708
   25364     25363
   23091     22900
   19125     19117
   23091     23287
   30945     31130
   25736     25735
   23482     23287
     560       373
   19492     19498
   23690     23482
   26108     26107
   23690     23875
   19872     19867
   24062     23875
   26479     26480
   24062     24247
   20244     20246
   24247     24434
   31130     31136
   26852     26851
   24619     24434
   20624     20621
   24619     24806
   27223     27224
     560       745
   24806     24991
   21010     21003
   24991     25178
   27595     27596
   25363     25178
   21386     21385
   25363     25550
   27968     27967
   25735     25550
   21762     21761
   25735     25922
   16300     16067
   28340     28339
   25922     26107
   22140     22138
   26294     26107
     931       745
   16300     16484
   28711     28712
   26294     26479
   22517     22519
   26666     26479
   16671     16484
   29083     29084
   26666     26851
   22900     22899
    1114       931
   16671     16856
   27038     26851
   29456     29455
   27223     27038
     369       373
   17061     16856
   23284     23287
   27223     27410
   29827     29828
   17061     17242
   27410     27595
   23689     23690
    1114      1298
   17242     17443
   27782     27595
   30200     30199
   17621     17443
   27782     27967
   24062     24061
   17819     17621
   30571     30572
   28154     27967
   17996     17819
   28339     28154
   24433     24434
   17996     18191
   28339     28526
   18371     18191
   30943     30945
   28711     28526
   24806     24805
   18371     18563
   28898     28711
   31321     31320
   18744     18563
   28898     29083
   25177     25178
   18744     18934
   29083     29270
   31321     31136
   19117     18934
   29455     29270
   25549     25550
   19307     19117
   29455     29642
   29827     29642
   19492     19307
   25921     25922
   29827     30014
   19681     19492
   30014     30199
   19867     19681
   26294     26293
   30199     30386
   19867     20056
   30386     30571
   20244     20056
   26666     26665
   30571     30758
   20433     20244
   20433     20621
     746       745
   27038     27037
   20621     20813
   21003     20813
   31155     31136
   30758     30943
   27410     27409
   21198     21003
       4       369
   21198     21385
   16289     16300
   27781     27782
   21574     21385
    1114      1115
   21574     21761
   28153     28154
   21950     21761
   16670     16671
   21950     22138
     560       369
   28525     28526
   22138     22328
   22517     22328
   30943     31130
   28898     28897
   17061     17041
   22517     22708
   22899     22708
   29269     29270
   17419     17443
   23091     22899
   23091     23284
   29641     29642
   23284     23482
   17801     17819
   23689     23482
   30014     30013
   23689     23875
   18191     18177
   24061     23875
   31130     31155
   30386     30385
   18550     18563
   24061     24247
   24247     24433
     560       746
   18924     18934
   24433     24619
   24619     24805
   30758     30756
   19307     19300
   24991     24805
   16289     16067
   24991     25177
   19681     19675
   25177     25363
   16289     16484
   25363     25549
   20051     20056
   25735     25549
   16670     16484
   25735     25921
     931       746
   16670     16856
   20429     20433
   25921     26107
   26293     26107
     931      1115
       5         4
   17041     16856
   20810     20813
   26293     26479
   17041     17242
   26479     26665
   21198     21195
   26851     26665
   17242     17419
   26851     27037
     560       532
    1115      1298
   17419     17621
   21571     21574
   27223     27037
   17801     17621
   27223     27409
   17801     17996
   27595     27409
   21948     21950
   17996     18177
   31130     31129
   27781     27595
   18371     18177
    1481      1298
   27967     27781
   22326     22328
   18550     18371
   28153     27967
   18744     18550
   28339     28153
   22708     22705
   18744     18924
   28525     28339
   18924     19117
   28711     28525
   23091     23089
   19117     19300
   28711     28897
   31155     31321
   19492     19300
   29083     28897
   23478     23482
   19675     19492
   29269     29083
   16068     16067
   19867     19675
   29269     29455
   23874     23875
   19867     20051
   29455     29641
   20051     20244
   29827     29641
   24247     24246
   20429     20244
   29827     30013
   16484     16473
   20429     20621
   30199     30013
   24618     24619
   20621     20810
   30199     30385
   20810     21003
   30571     30385
   24990     24991
   21195     21003
   16855     16856
     369       532
     931       932
   21195     21385
     369         5
   25363     25362
   21571     21385
   30756     30571
   17226     17242
   21571     21761
   25735     25734
   21948     21761
   21948     22138
   17598     17621
   30943     30756
   26106     26107
   22326     22138
   22326     22517
   17996     17983
   26478     26479
   22517     22705
   22899     22705
    1299      1298
   18359     18371
   26850     26851
   22899     23089
   23284     23089
   18734     18744
   27223     27222
   23478     23284
   30943     31129
   23689     23478
     746       532
   19108     19117
   27595     27594
